id|name
3099306|Bus 620: Graz Griesplatz => Wildon Abzweigung Murbrücke
3099308|Bus 620: Graz Griesplatz => Wolfsberg im Schwarzautal Postamt/Gasthaus Gottinger
3099310|Bus 620: Sankt Georgen an der Stiefing Gasthaus Aulibauer => Graz Griesplatz (via Wildon Abzweigung Schule)
3099312|Bus 620: Werndorf Vianova => Graz Griesplatz (via Kalsdorf bei Graz Hauptschule)
3099314|Bus 620: Wildon Hauptplatz => Graz Griesplatz
3100001|Bus 630: Feldkirchen bei Graz Gemeindeamt => Kalsdorf bei Graz Hauptschule
3100003|Bus 630: Fernitz Erzherzog-Johann-Platz => Graz Jakominiplatz (via Kalsdorf bei Graz Gasthaus Triebl)
3100006|Bus 630: Graz Griesplatz => Großsulz Abzweigung Wundschuh
3100008|Bus 630: Graz Griesplatz => Kalsdorf bei Graz Hauptschule
3100010|Bus 630: Graz Hauptbahnhof => Schwarzl-See IBC/Skulpturenpark
3100012|Bus 630: Graz Jakominiplatz => Kalsdorf bei Graz Hauptschule (via Flughafen Graz)
3100016|Bus 630: Graz Jakominiplatz => Kalsdorf bei Graz Walther-Kamschal-Platz (via Kalsdorf bei Graz Gasthaus Triebl)
3100018|Bus 630: Graz Jakominiplatz => Schwarzl-See IBC/Skulpturenpark
3100020|Bus 630: Kalsdorf bei Graz Hauptschule => Graz Andreas-Hofer-Platz/Joanneumsviertel (via Schwarzl-See IBC/Skulpturenpark)
3100022|Bus 630: Kalsdorf bei Graz Hauptschule => Graz Griesplatz/Zweiglgasse
3100024|Bus 630: Kalsdorf bei Graz Hauptschule => Graz Jakominiplatz
3100026|Bus 630: Kalsdorf bei Graz Walther-Kamschal-Platz => Graz Jakominiplatz (not via Schwarzl-See IBC/Skulpturenpark)
3100028|Bus 630: Kalsdorf bei Graz Walther-Kamschal-Platz => Graz Jakominiplatz
3100030|Bus 630: Schwarzl-See IBC/Skulpturenpark => Graz Jakominiplatz (via Forst bei Kalsdorf Wagnitzer Straße)
3100032|Bus 630: Wagnitz Ort => Feldkirchen bei Graz Gemeindeamt
3102686|Bus 631: Flughafen Graz => Graz Jakominiplatz
3102688|Bus 631: Graz Jakominiplatz => Flughafen Graz
3102789|Bus 635: Werndorf Terminal Ost => Kalsdorf bei Graz Bahnhof (not via Wundschuh Gewerbepark)
3106392|Bus 650: Gleinstätten Busbahnhof => Graz Don Bosco Bahnhof
3106394|Bus 650: Graz Andreas-Hofer-Platz/Joanneumsviertel => Gleinstätten Ort
3106396|Bus 650: Graz Andreas-Hofer-Platz/Joanneumsviertel => Preding in der Weststeiermark Postamt
3106398|Bus 650: Graz Hauptbahnhof => Arnfels Postamt
3106400|Bus 650: Großklein Schulzentrum => Graz Andreas-Hofer-Platz/Joanneumsviertel
3106403|Bus 650: Gündorf Ort => Graz Andreas-Hofer-Platz/Joanneumsviertel
3106406|Bus 650: Leutschach Volksschule / Hauptschule => Graz Andreas-Hofer-Platz/Joanneumsviertel
3114522|Bus 681: Graz Andreas-Hofer-Platz/Joanneumsviertel => Steindorf bei Zwaring Ort
3114524|Bus 681: Graz Andreas-Hofer-Platz/Joanneumsviertel => Wundschuh Postamt
3114526|Bus 681: Graz Griesplatz => Wundschuh Postamt
3114528|Bus 681: Unterpremstätten Schule => Wundschuh Postamt
3114530|Bus 681: Wundschuh Postamt => Gradenfeld Ort
3114532|Bus 681: Wundschuh Postamt => Graz Griesplatz (via Unterpremstätten Schule and Seiersberg Endstation)
3114534|Bus 681: Wundschuh Postamt => Graz Griesplatz
3115835|Bus 440: Brunn bei Nestelbach Schober => Goggitsch Kapelle (bei Bedarf)
3124268|Bus 691: Dietersdorf bei Graz Kreuzschuster => Graz Griesplatz
3124270|Bus 691: Dobl Ort => Dietersdorf bei Graz Kreuzschuster
3124272|Bus 691: Fading Nord => Dietersdorf bei Graz Kreuzschuster
3124274|Bus 691: Graz Griesplatz => Dietersdorf bei Graz Kreuzschuster
3124276|Bus 691: Graz Griesplatz => Unterpremstätten Ziegelwerk
3124278|Bus 691: Graz Griesplatz => Zwaring Grohschädl (via Dobl Ort)
3124280|Bus 691: Graz Griesplatz => Zwaring Grohschädl (via Unterpremstätten Schule and Unterpremstätten Seniorenpark)
3124282|Bus 691: Muttendorf Ort => Unterpremstätten Gasthaus Urdl
3124284|Bus 691: Seiersberg Mitte => Unterpremstätten Gasthaus Urdl
3124289|Bus 691: Unterpremstätten Schule => Fading Nord
3124291|Bus 691: Zwaring Grohschädl => Graz Griesplatz (via Dobl Volksschule and Dobl Sender)
3124295|Bus 691: Zwaring Grohschädl => Graz Griesplatz (via Dobl Ort)
3124297|Bus 691: Zwaring Grohschädl => Graz Griesplatz
3124299|Bus 691: Zwaring Grohschädl => Seiersberg Mitte
3127547|Bus 692: Premstätten-Tobelbad Bahnhof => Unterpremstätten Seniorenpark
3127549|Bus 692: Schwarzl-See IBC/Skulpturenpark => Unterpremstätten Schule
3127551|Bus 692: Seiersberg Endstation => Unterpremstätten Seniorenpark
3127553|Bus 692: Unterpremstätten Seniorenpark => Premstätten-Tobelbad Bahnhof
3127555|Bus 692: Unterpremstätten Seniorenpark => Unterpremstätten Gasthaus Liebminger
3135969|Bus 700: Graz Griesplatz => Köflach Bahnhof (via Graz Hauptbahnhof and Lieboch Bahnhof)
3135971|Bus 700: Graz Griesplatz => Köflach Bahnhof (via Lieboch Bahnhof)
3135973|Bus 700: Graz Griesplatz => Köflach Bahnhof
3135975|Bus 700: Graz Hauptbahnhof => Köflach Bahnhof
3135977|Bus 700: Köflach Bahnhof => Graz Griesplatz (via Graz Hauptbahnhof)
3135980|Bus 700: Köflach Bahnhof => Graz Hauptbahnhof (via Graz Griesplatz)
3167755|Bus 710: Aichstern Wegkreuzung => Graz Hauptbahnhof
3167757|Bus 710: Berndorf bei Hitzendorf Abzweigung Reiteregg => Graz Hauptbahnhof
3167759|Bus 710: Berndorf bei Hitzendorf Abzweigung Reiteregg => Voitsberg Hauptplatz
3167761|Bus 710: Graz Hauptbahnhof => Hitzendorf Zentrum
3167763|Bus 710: Graz Hauptbahnhof => Köflach Bahnhof (via Kalchberg Abzweigung)
3167765|Bus 710: Graz Hauptbahnhof => Köflach Bahnhof (via Reiteregg Schloss)
3167767|Bus 710: Graz Hauptbahnhof => Stallhofen Busbahnhof (via Rohrbach bei Graz Gemeindeamt and Kalchberg Abzweigung)
3167769|Bus 710: Graz Hauptbahnhof => Stallhofen Busbahnhof
3167771|Bus 710: Graz Hauptbahnhof => Voitsberg Hauptplatz
3167773|Bus 710: Hausdorf Kühlhaus => Stallhofen Busbahnhof
3167776|Bus 710: Hitzendorf Schulen => Voitsberg Hauptplatz
3167778|Bus 710: Köflach Bahnhof => Berndorf bei Hitzendorf Abzweigung Reiteregg
3167780|Bus 710: Köflach Bahnhof => Hitzendorf Schulen (via Köflach BRG)
3167782|Bus 710: Köflach Bahnhof => Hitzendorf Schulen
3167784|Bus 710: Neudorf bei Hitzendorf Kaufhaus Wohl => Stallhofen Busbahnhof
3167786|Bus 710: Stallhofen Busbahnhof => Graz Hauptbahnhof (via Reiteregg Schloss)
3167788|Bus 710: Stallhofen Busbahnhof => Ruppbauernhöhe
3167790|Bus 710: Stallhofen Busbahnhof => Voitsberg Hauptplatz
3167792|Bus 710: Steinberg bei Graz Abzweigung Rohrbach => Aichstern Wegkreuzung
3167794|Bus 710: Steinberg bei Graz Abzweigung Rohrbach => Hausdorf Kühlhaus
3167796|Bus 710: Voitsberg Hauptplatz => Graz Hauptbahnhof (via Aichstern Birnstingl)
3167798|Bus 710: Voitsberg Hauptplatz => Graz Hauptbahnhof
3167941|Bus 400: Bairisch Kölldorf Gasthaus Legenstein => Graz Hauptbahnhof (not twice via Feldbach Bahnhof)
3167943|Bus 400: Gleisdorf Bahnhof => Bairisch Kölldorf Gasthaus Legenstein
3167945|Bus 400: Graz Hauptbahnhof => Bairisch Kölldorf Gasthaus Legenstein
3169532|Bus 711: Graz Lendplatz => Stein bei Attendorf Küberlweg
3169535|Bus 711: Graz Wetzelsdorf => Hitzendorf Schulen
3169537|Bus 711: Hitzendorf Schulen => Graz Lendplatz (not via Riederhof bei Graz)
3169539|Bus 711: Stein bei Attendorf Küberlweg => Graz Wetzelsdorf
3169646|Bus 712: Hitzendorf Kollmann => Plankenwarth Binderwirt
3178791|Bus 740: Lieboch Bahnhof => Neudorf bei Mooskirchen
3178793|Bus 740: Lieboch Kreuzstraße Gasthaus Waldhof => Mooskirchen Gasthaus Hochstrasser (via Sajach bei Lannach Ort)
3178795|Bus 740: Lieboch Volksschule => Lieboch Gasthaus Schirgi
3178797|Bus 740: Rossegg bei Stainz Bonstingl => Stainz in der Weststeiermark Hauptplatz
3178799|Bus 740: Stainz in der Weststeiermark Hauptplatz => Rossegg bei Stainz Bonstingl
3181103|Bus 720: Graz Andreas-Hofer-Platz/Joanneumsviertel => Klagenfurt Hauptbahnhof (via Köflach Bahnhof)
3181105|Bus 720: Klagenfurt Hauptbahnhof => Graz Hauptbahnhof
3183093|Westbus: Graz Hauptbahnhof => Linz Wissensturm
3186946|Bus 760: Graz Griesplatz => Deutschlandsberg Bundesschulzentrum
3186949|Bus 760: Graz Griesplatz => Deutschlandsberg Rathaus (via Deutschlandsberg Einkaufszentrum)
3186951|Bus 760: Graz Griesplatz => Deutschlandsberg Rathaus (via Sankt Stefan ob Stainz Schulen)
3186953|Bus 760: Graz Griesplatz => Stainz in der Weststeiermark Hauptplatz (not via Lannach Industriezentrum)
3186956|Bus 760: Graz Griesplatz => Stainz in der Weststeiermark Hauptplatz (via Sankt Stefan ob Stainz Schulen)
3186958|Bus 760: Graz Hauptbahnhof => Stainz in der Weststeiermark Hauptplatz
3186960|Bus 760: Lieboch Bahnhof => Stainz in der Weststeiermark Hauptplatz (not via Lannach Ost)
3186962|Bus 760: Lieboch Kreuzstraße Gasthaus Waldhof => Deutschlandsberg Einkaufszentrum
3197284|Bus 760: Deutschlandsberg Rathaus => Graz Griesplatz (via Deutschlandsberg Siemensstraße)
3197286|Bus 760: Deutschlandsberg Rathaus => Graz Griesplatz (via Graz Hauptbahnhof and not via Graz Gürtelturmplatz)
3197288|Bus 760: Deutschlandsberg Rathaus => Graz Griesplatz (via Lieboch Bahnhof)
3197290|Bus 760: Deutschlandsberg Rathaus => Graz Griesplatz
3197303|Bus 760: Stainz in der Weststeiermark Hauptplatz => Graz Griesplatz (via Graz Hauptbahnhof)
3197305|Bus 760: Stainz in der Weststeiermark Hauptplatz => Lieboch Kreuzstraße Gasthaus Waldhof (not via Lannach Ost)
3197307|Bus 760: Stainz in der Weststeiermark Hauptplatz => Lieboch Kreuzstraße Gasthaus Waldhof (via Sankt Stefan ob Stainz Tschuchnigg)
3386014|Bus 201: Graz Andreas-Hofer-Platz/Joanneumsviertel => Weiz Kapruner-Generator-Straße
3386715|Bus 220: Weiz Kapruner-Generator-Straße => Graz Andreas-Hofer-Platz/Joanneumsviertel (express)
3401028|Bus X30: Hartberg Busbahnhof => Graz Hauptbahnhof
3406735|Bus X31: Graz Andreas-Hofer-Platz/Joanneumsviertel => Hartberg Busbahnhof
3406738|Bus X31: Hartberg Busbahnhof => Graz Andreas-Hofer-Platz/Joanneumsviertel
3406787|Bus 41E: Dürrgrabenweg => Andritz
3406789|Bus 53E: Stattegg/Fuß der Leber => Andritz
3407104|Bus X30: Kaibing Ort => Graz Andreas-Hofer-Platz/Joanneumsviertel
3414083|Bus 355: Kaibing Ort => Großpesendorf Busbahnhof
3414219|Bus 360: Graz Andreas-Hofer-Platz/Joanneumsviertel => Brodingberg Abzweigung Eggersdorf
3415242|Bus 400: Gleisdorf Schule => Studenzen Ort
3415535|Bus 440: Graz Jakominiplatz => Sankt Marein bei Graz Schulen
3423578|Bus 440: Fladnitz im Raabtal Raika => Graz Jakominiplatz (not via Studenzen-Fladnitz Bahnhof)
3425136|Bus 470: Fürstenfeld Bahnhof => Graz Andreas-Hofer-Platz/Joanneumsviertel
3425139|Bus 470: Graz Andreas-Hofer-Platz/Joanneumsviertel => Untergroßau Ort
3425143|Bus X41: Ilz Hauptplatz => Graz Andreas-Hofer-Platz/Joanneumsviertel
3425389|Bus 270: Faßlberg Ort => Eggersdorf bei Graz Schule
3457993|Bus 620: Sankt Georgen an der Stiefing Gasthaus Aulibauer => Graz Griesplatz (via Neudorf bei Stocking Schloss)
3458082|Bus 630: Graz Jakominiplatz => Kalsdorf bei Graz Bahnhofstraße
3458441|Bus 691: Unterpremstätten Schule => Dietersdorf bei Graz Kreuzschuster
3458443|Bus 691: Unterpremstätten Schule => Unterpremstätten Bierbaumerstraße
3460183|Bus 711: Niederberg Abzweigung Holzberg => Hitzendorf Schulen
3462018|Bus 740: Mooskirchen Gasthaus Hochstrasser => Lannach Ost
3464160|Bus 760: Graz Hauptbahnhof => Deutschlandsberg Rathaus
3464162|Bus 760: Lieboch Kreuzstraße Gasthaus Waldhof => Stainz in der Weststeiermark Hauptplatz (via Lieboch Bahnhof)
3477175|Bus 47: Stattegg/Leber/Gasthaus Martinelli => Andritz (not via Zösenberg Koller)
3536975|Bus 81: Mariagrün => Pfeifferhof
3536977|Bus 81: Pensionsweg => Seniorenzentrum
3536979|Bus 81: Seniorenzentrum => August-Musger-Gasse
3536981|Bus 81: Ziernfeldgasse => Volksschule Mariagrün
3697098|Bus 200: Graz Leonhardplatz => Kumberg Kumbergbrücke
3790893|Bus 202: Weiz Bahnhof => Gleisdorf Hartberger Straße
3845772|Bus 203: Großpesendorf Busbahnhof => Weiz Bundesschulzentrum
3845774|Bus 203: Prebensdorf Gasthaus Hirtenfelder => Großpesendorf Busbahnhof
3845776|Bus 203: Sinabelkirchen Postamt => Großpesendorf Busbahnhof
3845778|Bus 203: Sinabelkirchen Postamt => Weiz Kapruner-Generator-Straße
3845780|Bus 203: Weiz Bahnhof => Sinabelkirchen Postamt
3845782|Bus 203: Weiz Bundesschulzentrum => Sinabelkirchen Postamt
3845784|Bus 203: Weiz Kapruner-Generator-Straße => Großpesendorf Busbahnhof
3867967|Bus 78: Pirka/Volksschule => Puntigam
3867969|Bus 78: Puntigam => Pirka/Volksschule
3867971|Bus 78: Seiersberg => Pirka/Volksschule
3868214|Bus 110: Enzenbach LKH Enzenbach => Graz Lendplatz (via Hörgas LKH Hörgas)
3868216|Bus 110: Gratwein-Gratkorn Bahnhof => Graz Hauptbahnhof
3868218|Bus 110: Graz Hauptbahnhof => Enzenbach LKH Enzenbach (via Hörgas LKH Hörgas)
3868221|Bus 110: Graz Hauptbahnhof => Gratwein Hauptplatz
3868234|Bus 110: Graz Lendplatz => Hörgas Abzweigung Bad Weihermühle
3868237|Bus 110: Hörgas Abzweigung Bad Weihermühle => Graz Lendplatz
3868240|Bus 110: Rein Gemeinde => Graz Lendplatz (via Hörgas LKH Hörgas)
3878094|Bus 120: Gratwein Hauptplatz => Graz Hauptbahnhof
3878096|Bus 120: Gratwein Schule => Schirning Schule
3878098|Bus 120: Gratwein-Gratkorn Bahnhof => Graz Lendplatz
3878100|Bus 120: Gratwein-Gratkorn Bahnhof => Stiwoll Ort
3878102|Bus 120: Gratwein-Gratkorn Bahnhof => Stiwoll Riemer
3878104|Bus 120: Graz Lendplatz => Gratwein-Gratkorn Bahnhof
3878106|Bus 120: Graz Lendplatz => Schirning Schule
3878108|Bus 120: Graz Lendplatz => Stiwoll Riemer (via Judendorf-Straßengel Hauptplatz)
3878110|Bus 120: Schirning Schule => Graz Lendplatz
3878112|Bus 120: Stiwoll Ort => Gratwein-Gratkorn Bahnhof
3878114|Bus 120: Stiwoll Riemer => Gratwein-Gratkorn Bahnhof (via Sankt Oswald ob Plankenwarth Umkehrschleife)
3878116|Bus 120: Stiwoll Riemer => Graz Lendplatz
3878143|Bus 121: Sankt Oswald bei Plankenwarth Umkehrschleife => Graz Lendplatz
3878408|Bus 125: Gratwein Hauptplatz => Gratwein Murmühlweg
3878410|Bus 125: Gratwein Murmühlweg => Gratwein Hauptplatz
3878412|Bus 125: Judendorf-Straßengel Im Herrgottswinkel => Rein Parkplatz
3878414|Bus 125: Judendorf-Straßengel Siedlungsstraße => Gratwein Milleder
3878416|Bus 125: Judendorf-Straßengel Siedlungsstraße => Gratwein-Gratkorn Bahnhof
3878418|Bus 125: Schirning Wiesengregor => Gratwein-Gratkorn Bahnhof
3883712|Bus 130: Deutschfeistritz Gemeindeamt => Gratwein Hauptplatz
3883714|Bus 130: Gratwein-Gratkorn Bahnhof => Stübing Freilichtmuseum
3883716|Bus 130: Graz Lendplatz => Deutschfeistritz Gemeindeamt
3883718|Bus 130: Graz Lendplatz => Gratwein-Gratkorn Bahnhof
3883720|Bus 130: Graz Lendplatz => Stübing Freilichtmuseum
3883722|Bus 130: Stübing Freilichtmuseum => Gratwein Hauptplatz
3883756|Bus 140: Semriach Hauptplatz => Graz Andreas-Hofer-Platz/Joanneumsviertel (via Sankt Stefan bei Gratkorn Schulgasse)
3883818|Bus 440: Laßnitzhöhe Am Quellenhof => Sankt Marein bei Graz Gewerbepark
3883820|Bus 440: Sankt Marein bei Graz Gewerbepark => Laßnitzhöhe Am Quellenhof
3889288|Bus 207: Weiz Bahnhof => Garrach Ort
3889290|Bus 207: Weiz Kapruner-Generator-Straße => Garrach Ort
3889345|Bus 208: Weiz Bundesschulzentrum => Weiz Kapruner-Generator-Straße
3889347|Bus 208: Weiz Kapruner-Generator-Straße => Weiz Bundesschulzentrum
3895833|Bus 215: Sankt Ruprecht an der Raab Bahnhof => Weiz Bundesschulzentrum
3895835|Bus 215: Weiz Bundesschulzentrum => Sankt Ruprecht an der Raab Bahnhof
3938957|Bus 610: Graz Griesplatz => Sankt Georgen an der Stiefing Gasthaus Aulibauer
4008430|Bus X30: Graz Hauptbahnhof => Hartberg Busbahnhof (via Gleisdorf Busbahnhof)
4008433|Bus X30: Hartberg Busbahnhof => Graz Andreas-Hofer-Platz/Joanneumsviertel (via Gleisdorf Friedhof)
4008435|Bus X30: Hartberg Busbahnhof => Graz Hauptbahnhof (via Gleisdorf Friedhof)
4010311|Bus 300: Gleisdorf Bahnhof => Hartberg Busbahnhof (via Hartberg Raika)
4010313|Bus 300: Graz Andreas-Hofer-Platz/Joanneumsviertel => Großpesendorf Busbahnhof
4010315|Bus 300: Graz Hauptbahnhof => Hartberg Busbahnhof (via Hartberg Bahnhof)
4010317|Bus 300: Großpesendorf Busbahnhof => Gleisdorf Busbahnhof
4010319|Bus 300: Hartberg Busbahnhof => Gleisdorf Busbahnhof
4010321|Bus 300: Hartberg Busbahnhof => Graz Andreas-Hofer-Platz/Joanneumsviertel (via Hartberg Rotkreuzkapelle)
4010323|Bus 300: Hartberg Busbahnhof => Graz Hauptbahnhof (via Gleisdorf Bahnhof and Gleisdorf Hauptplatz)
4010325|Bus 300: Hartberg Busbahnhof => Graz Hauptbahnhof
4010666|Bus 350: Gleisdorf Busbahnhof => Graz Andreas-Hofer-Platz/Joanneumsviertel (Expresskurs)
4010668|Bus 350: Gleisdorf Gindlhuber => Graz Hauptbahnhof
4010670|Bus 350: Graz Andreas-Hofer-Platz/Joanneumsviertel => Gleisdorf Busbahnhof
4021334|Bus 31E: Jakominiplatz => Webling
4021336|Bus 39: Payer-Weyprecht-Straße => Wirtschaftskammer
4021338|Bus 39: Wirtschaftskammer => Payer-Weyprecht-Straße
4021340|Bus 39: Wirtschaftskammer => Urnenfriedhof
4021359|Bus N5: Jakominiplatz => Andritz
4021733|Bus X40: Fürstenfeld Bahnhof => Graz Hauptbahnhof
4021736|Bus X40: Graz Andreas-Hofer-Platz/Joanneumsviertel => Ilz Hauptplatz
4024616|Bus 470: Fürstenfeld Bahnhof => Graz Hauptbahnhof (via Gleisdorf Neugasse/Bahnhof)
4024618|Bus 470: Graz Andreas-Hofer-Platz/Joanneumsviertel => Ilz Hauptplatz (not via Gleisdorf Schillerstraße/Bahnhof)
4024620|Bus 470: Graz Hauptbahnhof => Gleisdorf Busbahnhof
4027857|Bus 110: Rein Parkplatz => Graz Carnerigasse (via Judendorf Siedlungsstraße)
4050361|Bus 47: Stattegg/Buch => Stattegg/Kalkleiten
4050399|Bus X30: Graz Hauptbahnhof => Hartberg Busbahnhof (via Gleisdorf Schillerstraße/Bahnhof)
4076922|Bus X30: Hartberg Busbahnhof => Graz Andreas-Hofer-Platz/Joanneumsviertel (via Ries Kainbach Karl-Schubert-Schule)
4076995|Bus 470: Fürstenfeld Bahnhof => Graz Andreas-Hofer-Platz/Joanneumsviertel (not via Gleisdorf Bahnhof)
4076997|Bus 470: Graz Hauptbahnhof => Ilz Hauptplatz
